episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
78,27.7410,315,3.1,0.490,0.2339,66,0.024,0.48,-0.77,0.0602,0.1897,0.000,7.7
79,36.1358,295,3.3,0.490,0.2353,64,0.024,0.45,-0.77,0.0582,0.1886,0.000,7.8
80,37.0680,333,3.4,0.500,0.2398,66,0.024,0.51,-0.75,0.0608,0.1869,0.000,7.9
81,29.6774,344,3.3,0.490,0.2401,66,0.024,0.53,-0.77,0.0559,0.1848,0.000,7.8
82,32.9344,302,3.4,0.470,0.2405,66,0.024,0.46,-0.80,0.1143,0.1800,0.000,7.9
83,17.6801,277,3.5,0.450,0.2453,61,0.026,0.43,-0.83,0.1040,0.1791,0.000,8.0
84,29.6712,270,3.3,0.530,0.2438,59,0.026,0.41,-0.70,0.0778,0.1816,0.000,7.9
85,36.8221,318,3.2,0.420,0.2434,62,0.025,0.49,-0.87,0.0642,0.1804,0.000,7.8
86,25.8893,317,3.3,0.520,0.2532,67,0.023,0.49,-0.72,0.0642,0.1793,0.000,7.9
87,25.1480,287,3.4,0.490,0.2556,67,0.023,0.44,-0.77,0.0720,0.1783,0.000,7.8
88,38.2180,291,3.3,0.470,0.2561,66,0.024,0.45,-0.80,0.0805,0.1754,0.000,7.8
89,34.2296,270,3.4,0.470,0.2579,64,0.024,0.42,-0.80,0.0740,0.1749,0.000,7.7
90,27.3675,316,3.3,0.490,0.2584,64,0.024,0.49,-0.77,0.0663,0.1716,0.000,7.8
91,23.5747,300,3.4,0.470,0.2577,58,0.027,0.46,-0.80,0.0619,0.1648,0.014,7.9
92,28.5850,274,3.5,0.500,0.2565,59,0.026,0.42,-0.75,0.0639,0.1654,0.014,7.8
93,43.1933,330,3.4,0.430,0.2587,63,0.025,0.51,-0.86,0.0627,0.1660,0.014,7.9
94,36.4506,323,3.3,0.480,0.2543,66,0.024,0.50,-0.78,0.0648,0.1652,0.013,7.9
95,33.9541,339,3.3,0.470,0.2612,69,0.023,0.52,-0.80,0.0646,0.1685,0.014,7.8
