episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
187,51.3058,233,3.4,0.500,0.4850,90,0.035,0.36,-0.75,0.1043,0.2778,0.008,7.9
188,32.7888,226,3.5,0.435,0.4883,93,0.034,0.35,-0.85,0.1066,0.2817,0.008,8.0
189,55.9414,287,3.4,0.455,0.4934,95,0.033,0.44,-0.82,0.1064,0.2831,0.009,7.9
190,36.1506,289,3.3,0.450,0.4825,92,0.034,0.44,-0.83,0.0956,0.2698,0.008,7.8
191,35.7643,198,3.3,0.445,0.4842,91,0.034,0.30,-0.83,0.0989,0.2703,0.008,7.8
192,44.0482,243,3.3,0.495,0.4821,91,0.034,0.37,-0.76,0.0964,0.2631,0.017,7.7
193,26.4785,214,3.4,0.400,0.4810,96,0.033,0.33,-0.90,0.1021,0.2678,0.017,7.7
194,59.5727,205,3.4,0.500,0.4844,93,0.034,0.32,-0.75,0.1068,0.2620,0.017,7.7
195,58.0239,277,3.3,0.415,0.4944,93,0.034,0.43,-0.88,0.0965,0.2668,0.017,7.8
196,45.1299,197,3.3,0.485,0.4882,95,0.033,0.30,-0.77,0.0984,0.2665,0.009,7.8
197,36.8250,242,3.3,0.470,0.4968,96,0.033,0.37,-0.80,0.1008,0.2829,0.008,7.9
198,46.3957,226,3.2,0.460,0.5008,95,0.033,0.35,-0.81,0.1105,0.2863,0.008,7.8
199,43.2850,253,3.3,0.450,0.5014,96,0.033,0.39,-0.83,0.0989,0.2831,0.008,7.7
200,30.7917,212,3.3,0.475,0.5041,96,0.033,0.33,-0.79,0.0968,0.2840,0.007,7.8
201,55.8376,261,3.3,0.430,0.5131,89,0.035,0.40,-0.86,0.0919,0.2819,0.008,7.7
202,55.8303,240,3.4,0.510,0.4988,90,0.035,0.37,-0.73,0.0945,0.2798,0.008,7.8
203,41.7530,264,3.3,0.430,0.4898,93,0.034,0.41,-0.86,0.0995,0.2731,0.015,7.8
204,58.6581,229,3.4,0.495,0.4946,93,0.034,0.35,-0.76,0.1077,0.2698,0.015,7.9
205,53.2880,245,3.4,0.415,0.4943,93,0.034,0.38,-0.88,0.1105,0.2728,0.016,7.9
206,50.7062,245,3.4,0.490,0.5017,87,0.036,0.38,-0.77,0.1084,0.2801,0.024,8.0
207,56.9620,244,3.4,0.465,0.5035,88,0.036,0.38,-0.80,0.0987,0.2835,0.024,8.0
208,51.7290,224,3.4,0.460,0.5042,91,0.034,0.34,-0.81,0.0932,0.2988,0.024,7.8
209,44.1937,289,3.3,0.455,0.5033,97,0.032,0.44,-0.82,0.0941,0.2986,0.016,7.8
210,28.3108,213,3.3,0.525,0.4995,92,0.034,0.33,-0.71,0.1103,0.3004,0.015,7.7
211,46.4137,220,3.4,0.425,0.5037,92,0.034,0.34,-0.86,0.1005,0.3014,0.008,7.7
212,32.0550,237,3.3,0.505,0.5075,88,0.036,0.36,-0.74,0.0912,0.2897,0.007,7.7
213,36.0669,198,3.3,0.410,0.4972,88,0.036,0.30,-0.89,0.1010,0.2801,0.022,7.8
214,43.2885,216,3.3,0.525,0.4854,96,0.033,0.33,-0.71,0.1011,0.2715,0.022,7.8
215,41.2489,245,3.3,0.425,0.4935,96,0.033,0.38,-0.86,0.0943,0.2670,0.007,7.7
216,26.3788,209,3.4,0.480,0.4844,87,0.036,0.32,-0.78,0.1107,0.2602,0.008,7.8
217,32.4441,172,3.6,0.455,0.4716,86,0.036,0.26,-0.82,0.0981,0.2500,0.000,7.7
218,40.8665,258,3.5,0.450,0.4739,92,0.034,0.40,-0.83,0.0989,0.2465,0.007,7.7
219,29.6477,221,3.4,0.490,0.4762,90,0.035,0.34,-0.77,0.0999,0.2527,0.007,7.8
220,40.7706,210,3.5,0.445,0.4788,94,0.033,0.32,-0.83,0.1059,0.2633,0.000,7.8
221,32.2571,209,3.5,0.455,0.4720,84,0.037,0.32,-0.82,0.1018,0.2688,0.000,7.7
222,46.2759,256,3.5,0.460,0.4850,92,0.034,0.39,-0.81,0.1024,0.2890,0.000,7.9
223,45.1159,221,3.5,0.465,0.4872,93,0.034,0.34,-0.80,0.0923,0.3001,0.000,7.9
224,48.2031,230,3.4,0.460,0.4878,90,0.035,0.35,-0.81,0.0905,0.2912,0.000,7.9
225,49.1585,254,3.4,0.475,0.4993,96,0.033,0.39,-0.79,0.0961,0.2909,0.000,8.0
226,40.3918,231,3.4,0.465,0.4986,93,0.034,0.36,-0.80,0.1021,0.3004,0.000,7.8
227,52.7220,255,3.3,0.445,0.4911,91,0.034,0.39,-0.83,0.0991,0.3094,0.000,7.8
228,25.2762,215,3.5,0.480,0.4906,90,0.035,0.33,-0.78,0.0988,0.3141,0.000,7.8
229,47.9535,207,3.5,0.435,0.5071,90,0.035,0.32,-0.85,0.0960,0.3215,0.007,7.7
230,35.3103,234,3.4,0.500,0.5065,94,0.033,0.36,-0.75,0.0942,0.3214,0.007,7.7
231,43.6006,257,3.3,0.475,0.5081,97,0.032,0.39,-0.79,0.0976,0.3322,0.000,7.7
232,64.8633,255,3.4,0.455,0.5077,93,0.034,0.39,-0.82,0.1004,0.3290,0.007,7.7
233,40.8319,242,3.3,0.470,0.5124,89,0.035,0.37,-0.80,0.0964,0.3311,0.007,7.8
234,45.9062,237,3.4,0.485,0.5184,90,0.035,0.36,-0.77,0.0964,0.3291,0.014,7.8
235,41.0513,246,3.3,0.430,0.5212,92,0.034,0.38,-0.86,0.0974,0.3241,0.020,7.7
236,28.0811,189,3.4,0.485,0.5182,97,0.032,0.29,-0.77,0.1060,0.3336,0.021,7.7
237,24.8549,214,3.5,0.460,0.5190,89,0.035,0.33,-0.81,0.1059,0.3419,0.021,7.8
238,47.9367,210,3.5,0.480,0.5228,97,0.032,0.32,-0.78,0.0979,0.3424,0.035,7.8
239,20.4820,199,3.5,0.495,0.5213,93,0.034,0.31,-0.76,0.1027,0.3508,0.034,7.7
240,35.3474,231,3.4,0.445,0.5205,93,0.034,0.35,-0.83,0.1046,0.3506,0.020,7.8
241,37.1228,220,3.3,0.450,0.5159,90,0.035,0.34,-0.83,0.0911,0.3620,0.014,7.9
242,30.8939,176,3.5,0.505,0.5105,91,0.034,0.27,-0.74,0.0902,0.3628,0.014,7.9
243,29.7396,220,3.6,0.455,0.5026,93,0.034,0.34,-0.82,0.0848,0.3474,0.021,7.9
244,36.4572,233,3.5,0.475,0.4868,94,0.033,0.36,-0.79,0.0878,0.3347,0.021,7.8
245,25.9204,174,3.4,0.485,0.4868,94,0.033,0.27,-0.77,0.0991,0.3292,0.014,7.8
