episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
209,34.6094,311,3.3,0.427,0.3945,84,0.028,0.48,-0.86,0.0855,0.2784,0.000,7.8
210,34.2137,243,3.3,0.513,0.4025,76,0.031,0.37,-0.73,0.0810,0.2940,0.000,7.7
211,55.2965,315,3.3,0.407,0.4046,80,0.029,0.48,-0.89,0.0816,0.3102,0.000,7.7
212,31.0587,266,3.3,0.493,0.4076,83,0.028,0.41,-0.76,0.0759,0.2863,0.000,7.7
213,52.9954,306,3.3,0.440,0.4048,83,0.028,0.47,-0.84,0.0763,0.2848,0.000,7.7
214,21.4817,248,3.5,0.480,0.4005,86,0.027,0.38,-0.78,0.0801,0.2714,0.023,7.7
215,33.8740,276,3.4,0.420,0.4077,81,0.029,0.42,-0.87,0.0810,0.2643,0.023,7.7
216,37.0069,273,3.3,0.500,0.4074,83,0.028,0.42,-0.75,0.0786,0.2702,0.023,7.8
217,49.9914,288,3.3,0.407,0.4052,84,0.028,0.44,-0.89,0.0740,0.2768,0.023,7.7
218,33.9225,281,3.3,0.507,0.3999,83,0.028,0.43,-0.74,0.0710,0.2716,0.036,7.7
219,36.5906,291,3.4,0.413,0.4036,85,0.028,0.45,-0.88,0.0701,0.2657,0.046,7.7
220,39.9389,301,3.4,0.507,0.4091,89,0.026,0.46,-0.74,0.0740,0.2782,0.048,7.7
221,47.0122,290,3.4,0.407,0.4166,77,0.030,0.45,-0.89,0.0759,0.2722,0.036,7.7
222,49.3742,293,3.3,0.480,0.4125,78,0.030,0.45,-0.78,0.0845,0.2822,0.023,7.8
223,28.3283,255,3.4,0.440,0.4055,80,0.029,0.39,-0.84,0.0838,0.2641,0.023,7.8
224,29.3515,269,3.3,0.520,0.4032,85,0.028,0.41,-0.72,0.0743,0.2632,0.022,7.9
225,36.7576,251,3.3,0.460,0.3904,77,0.030,0.39,-0.81,0.0716,0.2580,0.022,7.9
226,28.6838,267,3.4,0.467,0.3938,80,0.029,0.41,-0.80,0.0829,0.2719,0.021,7.8
227,49.0237,295,3.3,0.440,0.3863,86,0.027,0.45,-0.84,0.0848,0.2800,0.011,7.8
228,45.7902,263,3.3,0.480,0.3787,82,0.029,0.40,-0.78,0.0738,0.2662,0.012,7.7
229,47.9874,279,3.3,0.427,0.3819,82,0.029,0.43,-0.86,0.0707,0.2779,0.024,7.6
230,42.1205,302,3.2,0.467,0.3767,84,0.028,0.46,-0.80,0.0776,0.2714,0.022,7.7
231,41.4666,262,3.2,0.500,0.3753,85,0.028,0.40,-0.75,0.0791,0.2629,0.022,7.7
232,42.3068,269,3.3,0.433,0.3711,83,0.028,0.41,-0.85,0.0711,0.2668,0.022,7.6
233,44.1146,294,3.3,0.420,0.3683,85,0.028,0.45,-0.87,0.0705,0.2559,0.012,7.7
234,38.8237,254,3.3,0.493,0.3709,72,0.033,0.39,-0.76,0.0726,0.2623,0.012,7.7
235,48.1943,292,3.4,0.380,0.3738,77,0.030,0.45,-0.93,0.0737,0.2557,0.025,7.7
236,41.6631,275,3.3,0.520,0.3725,78,0.030,0.42,-0.72,0.0735,0.2585,0.024,7.7
237,31.6688,276,3.3,0.413,0.3816,79,0.030,0.42,-0.88,0.0819,0.2624,0.025,7.8
238,31.9376,249,3.3,0.487,0.3926,80,0.029,0.38,-0.77,0.0721,0.2730,0.012,7.7
239,34.5432,259,3.5,0.440,0.3945,86,0.027,0.40,-0.84,0.0732,0.2666,0.024,7.6
240,20.5157,231,3.6,0.520,0.3899,81,0.029,0.35,-0.72,0.0691,0.2539,0.023,7.7
241,41.2638,249,3.6,0.433,0.3973,82,0.029,0.38,-0.85,0.0760,0.2581,0.021,7.8
242,32.0291,248,3.4,0.493,0.4022,86,0.027,0.38,-0.76,0.0787,0.2632,0.021,7.9
243,40.6062,234,3.4,0.440,0.4065,84,0.028,0.36,-0.84,0.0696,0.2720,0.020,7.9
244,45.7513,259,3.4,0.467,0.4014,79,0.030,0.40,-0.80,0.0705,0.2703,0.021,7.8
245,40.6499,264,3.4,0.473,0.4057,84,0.028,0.41,-0.79,0.0795,0.2763,0.020,7.7
246,38.5141,291,3.3,0.407,0.4069,76,0.031,0.45,-0.89,0.0761,0.2758,0.011,7.7
247,24.3810,247,3.3,0.527,0.4039,82,0.029,0.38,-0.71,0.0810,0.2666,0.011,7.8
