episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
188,33.2180,242,3.4,0.567,0.2159,84,0.028,0.37,-0.65,0.0675,0.1108,0.073,7.9
189,39.9607,274,3.4,0.367,0.2180,87,0.027,0.42,-0.95,0.0679,0.1121,0.073,7.9
190,33.2165,253,3.4,0.620,0.2192,78,0.030,0.39,-0.57,0.0677,0.1204,0.060,7.8
191,38.0261,246,3.4,0.367,0.2242,83,0.028,0.38,-0.95,0.0648,0.1190,0.060,7.8
192,30.4500,255,3.4,0.540,0.2224,79,0.030,0.39,-0.69,0.0671,0.1199,0.052,7.6
193,51.2669,297,3.4,0.433,0.2228,80,0.029,0.46,-0.85,0.0721,0.1180,0.060,7.7
194,27.9752,249,3.4,0.500,0.2250,83,0.028,0.38,-0.75,0.0695,0.1177,0.079,7.7
195,51.9873,307,3.3,0.420,0.2263,87,0.027,0.47,-0.87,0.0669,0.1147,0.080,7.7
196,44.6713,287,3.4,0.473,0.2251,82,0.029,0.44,-0.79,0.0709,0.1052,0.092,7.8
197,38.5594,275,3.4,0.467,0.2280,82,0.029,0.42,-0.80,0.0683,0.1097,0.063,7.8
198,44.1829,301,3.3,0.487,0.2296,75,0.031,0.46,-0.77,0.0633,0.1113,0.064,7.7
199,46.0677,263,3.4,0.473,0.2289,85,0.028,0.40,-0.79,0.0668,0.1174,0.062,7.7
200,46.9859,259,3.4,0.460,0.2311,87,0.027,0.40,-0.81,0.0635,0.1139,0.056,7.8
201,38.3445,281,3.4,0.480,0.2293,86,0.027,0.43,-0.78,0.0625,0.1128,0.054,7.7
202,34.8649,262,3.4,0.453,0.2300,87,0.027,0.40,-0.82,0.0792,0.1141,0.045,7.7
203,34.8271,269,3.4,0.507,0.2317,82,0.029,0.41,-0.74,0.0774,0.1220,0.042,7.8
204,47.4905,256,3.4,0.413,0.2314,85,0.028,0.39,-0.88,0.0757,0.1219,0.067,7.8
205,23.9677,223,3.4,0.520,0.2321,84,0.028,0.34,-0.72,0.0748,0.1199,0.068,7.8
206,26.6920,214,3.4,0.447,0.2325,81,0.029,0.33,-0.83,0.0741,0.1193,0.060,7.9
207,32.2332,235,3.4,0.480,0.2309,83,0.028,0.36,-0.78,0.0716,0.1191,0.068,8.0
208,40.4390,229,3.4,0.480,0.2310,87,0.027,0.35,-0.78,0.0676,0.1323,0.074,7.8
209,47.3885,331,3.2,0.460,0.2350,86,0.027,0.51,-0.81,0.0641,0.1292,0.083,7.8
210,39.9895,285,3.3,0.467,0.2320,81,0.029,0.44,-0.80,0.0725,0.1292,0.085,7.7
211,49.7917,281,3.4,0.480,0.2270,83,0.028,0.43,-0.78,0.0682,0.1217,0.104,7.7
212,44.4538,316,3.2,0.467,0.2273,81,0.029,0.49,-0.80,0.0690,0.1167,0.129,7.7
