episode,reward,rate_avg,hops_avg,ho_avg,q_spread,uniq_sat,beam_avg,rew_rate,rew_ho,loss,q_gap_avg,q_gap_noise,n_valid
230,35.7178,339,3.2,0.400,0.2774,62,0.025,0.52,-0.90,0.0585,0.1329,0.057,7.8
231,35.5768,323,3.2,0.470,0.2731,62,0.025,0.50,-0.80,0.0659,0.1273,0.093,7.8
232,41.2608,356,3.3,0.410,0.2725,62,0.025,0.55,-0.89,0.0701,0.1226,0.096,7.8
233,36.3707,365,3.3,0.430,0.2742,64,0.024,0.56,-0.86,0.0624,0.1378,0.091,7.8
234,31.4670,323,3.3,0.460,0.2761,66,0.024,0.50,-0.81,0.0674,0.1404,0.072,7.9
235,32.9781,326,3.2,0.450,0.2806,70,0.022,0.50,-0.83,0.0661,0.1435,0.061,7.8
236,29.8836,313,3.2,0.480,0.2775,66,0.024,0.48,-0.78,0.0624,0.1438,0.058,7.9
237,32.7817,311,3.3,0.430,0.2810,64,0.024,0.48,-0.86,0.0637,0.1328,0.099,7.9
238,36.1623,317,3.3,0.470,0.2806,60,0.026,0.49,-0.80,0.0623,0.1375,0.100,7.8
239,32.6689,281,3.3,0.450,0.2828,59,0.026,0.43,-0.83,0.0655,0.1314,0.086,7.8
240,38.9083,338,3.4,0.480,0.2867,67,0.023,0.52,-0.78,0.0609,0.1396,0.079,7.8
241,26.1719,344,3.4,0.430,0.2785,66,0.024,0.53,-0.86,0.0587,0.1381,0.069,7.9
242,30.0839,279,3.3,0.460,0.2796,64,0.024,0.43,-0.81,0.0805,0.1357,0.072,7.9
243,39.2793,377,3.3,0.470,0.2719,62,0.025,0.58,-0.80,0.0812,0.1315,0.074,7.9
244,30.5547,339,3.3,0.490,0.2742,63,0.025,0.52,-0.77,0.0765,0.1245,0.062,7.9
245,38.1185,320,3.2,0.480,0.2759,60,0.026,0.49,-0.78,0.0721,0.1208,0.087,7.8
246,44.8248,372,3.3,0.450,0.2802,66,0.024,0.57,-0.83,0.0670,0.1284,0.081,7.9
247,40.5716,368,3.2,0.450,0.2735,65,0.024,0.57,-0.83,0.0632,0.1490,0.054,8.0
